,Job_Step_1,Job_Step_2,Job_1,Job_2,Cost
91,01-01-01-01-01,01-01-01-03-04,SN,NS,579.638876605091
92,01-01-01-01-01,01-01-01-03-05,SN,SN,254.638876605091
93,01-01-01-01-01,01-01-01-03-05,NS,NS,354.638876605091
94,01-01-01-01-01,01-01-01-03-05,NS,SN,629.638876605091
95,01-01-01-01-01,01-01-01-03-05,SN,NS,629.638876605091
96,01-01-01-01-01,01-01-01-03-06,SN,SN,304.638876605091
97,01-01-01-01-01,01-01-01-03-06,NS,NS,404.638876605091
98,01-01-01-01-01,01-01-01-03-06,NS,SN,679.638876605091
99,01-01-01-01-01,01-01-01-03-06,SN,NS,679.638876605091
100,01-01-01-01-01,01-01-01-03-07,SN,SN,354.638876605091
101,01-01-01-01-01,01-01-01-03-07,NS,NS,454.638876605091
102,01-01-01-01-01,01-01-01-03-07,NS,SN,729.6388766050909
103,01-01-01-01-01,01-01-01-03-07,SN,NS,729.6388766050909
104,01-01-01-01-01,01-01-01-03-08,SN,SN,404.638876605091
105,01-01-01-01-01,01-01-01-03-08,NS,NS,504.638876605091
106,01-01-01-01-01,01-01-01-03-08,NS,SN,779.6388766050909
107,01-01-01-01-01,01-01-01-03-08,SN,NS,779.6388766050909
108,01-01-01-01-01,01-01-01-03-09,SN,SN,454.638876605091
109,01-01-01-01-01,01-01-01-03-09,NS,NS,554.638876605091
110,01-01-01-01-01,01-01-01-03-09,NS,SN,829.6388766050909
111,01-01-01-01-01,01-01-01-03-09,SN,NS,829.6388766050909
112,01-01-01-01-01,01-01-01-03-10,SN,SN,504.638876605091
113,01-01-01-01-01,01-01-01-03-10,NS,NS,604.638876605091
114,01-01-01-01-01,01-01-01-03-10,NS,SN,879.6388766050909
115,01-01-01-01-01,01-01-01-03-10,SN,NS,879.6388766050909
116,01-01-01-01-01,01-01-01-04-01,SN,SN,206.95831490763698
117,01-01-01-01-01,01-01-01-04-01,NS,NS,206.95831490763698
118,01-01-01-01-01,01-01-01-04-01,NS,SN,481.95831490763703
119,01-01-01-01-01,01-01-01-04-01,SN,NS,481.95831490763703
120,01-01-01-01-01,01-01-01-04-02,SN,SN,156.958314907637
121,01-01-01-01-01,01-01-01-04-02,NS,NS,256.958314907637
122,01-01-01-01-01,01-01-01-04-02,NS,SN,531.958314907637
123,01-01-01-01-01,01-01-01-04-02,SN,NS,531.958314907637
124,01-01-01-01-01,01-01-01-04-03,SN,SN,206.95831490763698
125,01-01-01-01-01,01-01-01-04-03,NS,NS,306.958314907637
126,01-01-01-01-01,01-01-01-04-03,NS,SN,581.958314907637
127,01-01-01-01-01,01-01-01-04-03,SN,NS,581.958314907637
128,01-01-01-01-01,01-01-01-04-04,SN,SN,256.958314907637
129,01-01-01-01-01,01-01-01-04-04,NS,NS,356.95831490763703
130,01-01-01-01-01,01-01-01-04-04,NS,SN,631.958314907637
131,01-01-01-01-01,01-01-01-04-04,SN,NS,631.958314907637
132,01-01-01-01-01,01-01-01-04-05,SN,SN,306.958314907637
133,01-01-01-01-01,01-01-01-04-05,NS,NS,406.95831490763703
134,01-01-01-01-01,01-01-01-04-05,NS,SN,681.958314907637
135,01-01-01-01-01,01-01-01-04-05,SN,NS,681.958314907637
136,01-01-01-01-01,01-01-01-04-06,SN,SN,356.95831490763703
137,01-01-01-01-01,01-01-01-04-06,NS,NS,456.95831490763703
138,01-01-01-01-01,01-01-01-04-06,NS,SN,731.958314907637
139,01-01-01-01-01,01-01-01-04-06,SN,NS,731.958314907637
140,01-01-01-01-01,01-01-01-04-07,SN,SN,406.95831490763703
141,01-01-01-01-01,01-01-01-04-07,NS,NS,506.95831490763703
142,01-01-01-01-01,01-01-01-04-07,NS,SN,781.958314907637
143,01-01-01-01-01,01-01-01-04-07,SN,NS,781.958314907637
144,01-01-01-01-01,01-01-01-04-08,SN,SN,456.95831490763703
145,01-01-01-01-01,01-01-01-04-08,NS,NS,556.958314907637
146,01-01-01-01-01,01-01-01-04-08,NS,SN,831.958314907637
147,01-01-01-01-01,01-01-01-04-08,SN,NS,831.958314907637
148,01-01-01-01-01,01-01-01-04-09,SN,SN,506.95831490763703
149,01-01-01-01-01,01-01-01-04-09,NS,NS,606.958314907637
150,01-01-01-01-01,01-01-01-04-09,NS,SN,881.958314907637
151,01-01-01-01-01,01-01-01-04-09,SN,NS,881.958314907637
152,01-01-01-01-01,01-01-01-04-10,SN,SN,556.958314907637
153,01-01-01-01-01,01-01-01-04-10,NS,NS,656.958314907637
154,01-01-01-01-01,01-01-01-04-10,NS,SN,931.958314907637
155,01-01-01-01-01,01-01-01-04-10,SN,NS,931.958314907637
156,01-01-01-01-02,01-01-01-01-01,SN,SN,100.0
157,01-01-01-01-02,01-01-01-01-01,NS,NS,0.0
158,01-01-01-01-02,01-01-01-01-01,NS,SN,375.0
159,01-01-01-01-02,01-01-01-01-01,SN,NS,375.0
160,01-01-01-01-02,01-01-01-01-03,SN,SN,0.0
161,01-01-01-01-02,01-01-01-01-03,NS,NS,100.0
162,01-01-01-01-02,01-01-01-01-03,NS,SN,375.0
163,01-01-01-01-02,01-01-01-01-03,SN,NS,375.0
164,01-01-01-01-02,01-01-01-01-04,SN,SN,50.0
165,01-01-01-01-02,01-01-01-01-04,NS,NS,150.0
166,01-01-01-01-02,01-01-01-01-04,NS,SN,425.0
167,01-01-01-01-02,01-01-01-01-04,SN,NS,425.0
168,01-01-01-01-02,01-01-01-01-05,SN,SN,100.0
169,01-01-01-01-02,01-01-01-01-05,NS,NS,200.0
170,01-01-01-01-02,01-01-01-01-05,NS,SN,475.0
171,01-01-01-01-02,01-01-01-01-05,SN,NS,475.0
172,01-01-01-01-02,01-01-01-01-06,SN,SN,150.0
173,01-01-01-01-02,01-01-01-01-06,NS,NS,250.0
174,01-01-01-01-02,01-01-01-01-06,NS,SN,525.0
175,01-01-01-01-02,01-01-01-01-06,SN,NS,525.0
176,01-01-01-01-02,01-01-01-01-07,SN,SN,200.0
177,01-01-01-01-02,01-01-01-01-07,NS,NS,300.0
178,01-01-01-01-02,01-01-01-01-07,NS,SN,575.0
179,01-01-01-01-02,01-01-01-01-07,SN,NS,575.0
180,01-01-01-01-02,01-01-01-01-08,SN,SN,250.0
181,01-01-01-01-02,01-01-01-01-08,NS,NS,350.0
182,01-01-01-01-02,01-01-01-01-08,NS,SN,625.0
183,01-01-01-01-02,01-01-01-01-08,SN,NS,625.0
184,01-01-01-01-02,01-01-01-01-09,SN,SN,300.0
185,01-01-01-01-02,01-01-01-01-09,NS,NS,400.0
186,01-01-01-01-02,01-01-01-01-09,NS,SN,675.0
187,01-01-01-01-02,01-01-01-01-09,SN,NS,675.0
188,01-01-01-01-02,01-01-01-01-10,SN,SN,350.0
189,01-01-01-01-02,01-01-01-01-10,NS,NS,450.0
190,01-01-01-01-02,01-01-01-01-10,NS,SN,725.0
191,01-01-01-01-02,01-01-01-01-10,SN,NS,725.0
192,01-01-01-01-02,01-01-01-02-01,SN,SN,152.31943830254602
193,01-01-01-01-02,01-01-01-02-01,NS,NS,52.319438302545606
194,01-01-01-01-02,01-01-01-02-01,NS,SN,427.319438302546
195,01-01-01-01-02,01-01-01-02-01,SN,NS,427.319438302546
196,01-01-01-01-02,01-01-01-02-02,SN,SN,102.319438302546
197,01-01-01-01-02,01-01-01-02-02,NS,NS,102.319438302546
198,01-01-01-01-02,01-01-01-02-02,NS,SN,377.319438302546
199,01-01-01-01-02,01-01-01-02-02,SN,NS,377.319438302546
200,01-01-01-01-02,01-01-01-02-03,SN,SN,52.319438302545606
201,01-01-01-01-02,01-01-01-02-03,NS,NS,152.31943830254602
202,01-01-01-01-02,01-01-01-02-03,NS,SN,427.319438302546
203,01-01-01-01-02,01-01-01-02-03,SN,NS,427.319438302546
204,01-01-01-01-02,01-01-01-02-04,SN,SN,102.319438302546
205,01-01-01-01-02,01-01-01-02-04,NS,NS,202.31943830254602
206,01-01-01-01-02,01-01-01-02-04,NS,SN,477.319438302546
207,01-01-01-01-02,01-01-01-02-04,SN,NS,477.319438302546
208,01-01-01-01-02,01-01-01-02-05,SN,SN,152.31943830254602
209,01-01-01-01-02,01-01-01-02-05,NS,NS,252.31943830254602
210,01-01-01-01-02,01-01-01-02-05,NS,SN,527.319438302546
211,01-01-01-01-02,01-01-01-02-05,SN,NS,527.319438302546
212,01-01-01-01-02,01-01-01-02-06,SN,SN,202.31943830254602
213,01-01-01-01-02,01-01-01-02-06,NS,NS,302.319438302546
214,01-01-01-01-02,01-01-01-02-06,NS,SN,577.319438302546
215,01-01-01-01-02,01-01-01-02-06,SN,NS,577.319438302546
216,01-01-01-01-02,01-01-01-02-07,SN,SN,252.31943830254602
217,01-01-01-01-02,01-01-01-02-07,NS,NS,352.319438302546
218,01-01-01-01-02,01-01-01-02-07,NS,SN,627.319438302546
219,01-01-01-01-02,01-01-01-02-07,SN,NS,627.319438302546
220,01-01-01-01-02,01-01-01-02-08,SN,SN,302.319438302546
221,01-01-01-01-02,01-01-01-02-08,NS,NS,402.319438302546
222,01-01-01-01-02,01-01-01-02-08,NS,SN,677.319438302546
223,01-01-01-01-02,01-01-01-02-08,SN,NS,677.319438302546
224,01-01-01-01-02,01-01-01-02-09,SN,SN,352.319438302546
225,01-01-01-01-02,01-01-01-02-09,NS,NS,452.319438302546
226,01-01-01-01-02,01-01-01-02-09,NS,SN,727.3194383025459
227,01-01-01-01-02,01-01-01-02-09,SN,NS,727.3194383025459
228,01-01-01-01-02,01-01-01-02-10,SN,SN,402.319438302546
229,01-01-01-01-02,01-01-01-02-10,NS,NS,502.319438302546
230,01-01-01-01-02,01-01-01-02-10,NS,SN,777.3194383025459
231,01-01-01-01-02,01-01-01-02-10,SN,NS,777.3194383025459
232,01-01-01-01-02,01-01-01-03-01,SN,SN,204.638876605091
233,01-01-01-01-02,01-01-01-03-01,NS,NS,104.638876605091
234,01-01-01-01-02,01-01-01-03-01,NS,SN,479.638876605091
235,01-01-01-01-02,01-01-01-03-01,SN,NS,479.638876605091
236,01-01-01-01-02,01-01-01-03-02,SN,SN,154.638876605091
237,01-01-01-01-02,01-01-01-03-02,NS,NS,154.638876605091
238,01-01-01-01-02,01-01-01-03-02,NS,SN,429.638876605091
239,01-01-01-01-02,01-01-01-03-02,SN,NS,429.638876605091
240,01-01-01-01-02,01-01-01-03-03,SN,SN,104.638876605091
241,01-01-01-01-02,01-01-01-03-03,NS,NS,204.638876605091
242,01-01-01-01-02,01-01-01-03-03,NS,SN,479.638876605091
243,01-01-01-01-02,01-01-01-03-03,SN,NS,479.638876605091
244,01-01-01-01-02,01-01-01-03-04,SN,SN,154.638876605091
245,01-01-01-01-02,01-01-01-03-04,NS,NS,254.638876605091
246,01-01-01-01-02,01-01-01-03-04,NS,SN,529.638876605091
247,01-01-01-01-02,01-01-01-03-04,SN,NS,529.638876605091
248,01-01-01-01-02,01-01-01-03-05,SN,SN,204.638876605091
249,01-01-01-01-02,01-01-01-03-05,NS,NS,304.638876605091
250,01-01-01-01-02,01-01-01-03-05,NS,SN,579.638876605091
251,01-01-01-01-02,01-01-01-03-05,SN,NS,579.638876605091
252,01-01-01-01-02,01-01-01-03-06,SN,SN,254.638876605091
253,01-01-01-01-02,01-01-01-03-06,NS,NS,354.638876605091
254,01-01-01-01-02,01-01-01-03-06,NS,SN,629.638876605091
255,01-01-01-01-02,01-01-01-03-06,SN,NS,629.638876605091
256,01-01-01-01-02,01-01-01-03-07,SN,SN,304.638876605091
257,01-01-01-01-02,01-01-01-03-07,NS,NS,404.638876605091
258,01-01-01-01-02,01-01-01-03-07,NS,SN,679.638876605091
259,01-01-01-01-02,01-01-01-03-07,SN,NS,679.638876605091
260,01-01-01-01-02,01-01-01-03-08,SN,SN,354.638876605091
261,01-01-01-01-02,01-01-01-03-08,NS,NS,454.638876605091
262,01-01-01-01-02,01-01-01-03-08,NS,SN,729.6388766050909
263,01-01-01-01-02,01-01-01-03-08,SN,NS,729.6388766050909
264,01-01-01-01-02,01-01-01-03-09,SN,SN,404.638876605091
265,01-01-01-01-02,01-01-01-03-09,NS,NS,504.638876605091
266,01-01-01-01-02,01-01-01-03-09,NS,SN,779.6388766050909
267,01-01-01-01-02,01-01-01-03-09,SN,NS,779.6388766050909
268,01-01-01-01-02,01-01-01-03-10,SN,SN,454.638876605091
269,01-01-01-01-02,01-01-01-03-10,NS,NS,554.638876605091
270,01-01-01-01-02,01-01-01-03-10,NS,SN,829.6388766050909
271,01-01-01-01-02,01-01-01-03-10,SN,NS,829.6388766050909
272,01-01-01-01-02,01-01-01-04-01,SN,SN,256.958314907637
273,01-01-01-01-02,01-01-01-04-01,NS,NS,156.958314907637
274,01-01-01-01-02,01-01-01-04-01,NS,SN,531.958314907637
275,01-01-01-01-02,01-01-01-04-01,SN,NS,531.958314907637
276,01-01-01-01-02,01-01-01-04-02,SN,SN,206.95831490763698
277,01-01-01-01-02,01-01-01-04-02,NS,NS,206.95831490763698
278,01-01-01-01-02,01-01-01-04-02,NS,SN,481.95831490763703
279,01-01-01-01-02,01-01-01-04-02,SN,NS,481.95831490763703
280,01-01-01-01-02,01-01-01-04-03,SN,SN,156.958314907637
281,01-01-01-01-02,01-01-01-04-03,NS,NS,256.958314907637
282,01-01-01-01-02,01-01-01-04-03,NS,SN,531.958314907637
283,01-01-01-01-02,01-01-01-04-03,SN,NS,531.958314907637
284,01-01-01-01-02,01-01-01-04-04,SN,SN,206.95831490763698
285,01-01-01-01-02,01-01-01-04-04,NS,NS,306.958314907637
286,01-01-01-01-02,01-01-01-04-04,NS,SN,581.958314907637
287,01-01-01-01-02,01-01-01-04-04,SN,NS,581.958314907637
288,01-01-01-01-02,01-01-01-04-05,SN,SN,256.958314907637
289,01-01-01-01-02,01-01-01-04-05,NS,NS,356.95831490763703
290,01-01-01-01-02,01-01-01-04-05,NS,SN,631.958314907637
291,01-01-01-01-02,01-01-01-04-05,SN,NS,631.958314907637
292,01-01-01-01-02,01-01-01-04-06,SN,SN,306.958314907637
293,01-01-01-01-02,01-01-01-04-06,NS,NS,406.95831490763703
294,01-01-01-01-02,01-01-01-04-06,NS,SN,681.958314907637
295,01-01-01-01-02,01-01-01-04-06,SN,NS,681.958314907637
296,01-01-01-01-02,01-01-01-04-07,SN,SN,356.95831490763703
297,01-01-01-01-02,01-01-01-04-07,NS,NS,456.95831490763703
298,01-01-01-01-02,01-01-01-04-07,NS,SN,731.958314907637
299,01-01-01-01-02,01-01-01-04-07,SN,NS,731.958314907637
300,01-01-01-01-02,01-01-01-04-08,SN,SN,406.95831490763703
301,01-01-01-01-02,01-01-01-04-08,NS,NS,506.95831490763703
302,01-01-01-01-02,01-01-01-04-08,NS,SN,781.958314907637
303,01-01-01-01-02,01-01-01-04-08,SN,NS,781.958314907637
304,01-01-01-01-02,01-01-01-04-09,SN,SN,456.95831490763703
305,01-01-01-01-02,01-01-01-04-09,NS,NS,556.958314907637
306,01-01-01-01-02,01-01-01-04-09,NS,SN,831.958314907637
307,01-01-01-01-02,01-01-01-04-09,SN,NS,831.958314907637
308,01-01-01-01-02,01-01-01-04-10,SN,SN,506.95831490763703
309,01-01-01-01-02,01-01-01-04-10,NS,NS,606.958314907637
310,01-01-01-01-02,01-01-01-04-10,NS,SN,881.958314907637
311,01-01-01-01-02,01-01-01-04-10,SN,NS,881.958314907637
312,01-01-01-01-03,01-01-01-01-01,SN,SN,150.0
313,01-01-01-01-03,01-01-01-01-01,NS,NS,50.0
314,01-01-01-01-03,01-01-01-01-01,NS,SN,425.0
315,01-01-01-01-03,01-01-01-01-01,SN,NS,425.0
316,01-01-01-01-03,01-01-01-01-02,SN,SN,100.0
317,01-01-01-01-03,01-01-01-01-02,NS,NS,0.0
318,01-01-01-01-03,01-01-01-01-02,NS,SN,375.0
319,01-01-01-01-03,01-01-01-01-02,SN,NS,375.0
320,01-01-01-01-03,01-01-01-01-04,SN,SN,0.0
321,01-01-01-01-03,01-01-01-01-04,NS,NS,100.0
322,01-01-01-01-03,01-01-01-01-04,NS,SN,375.0
323,01-01-01-01-03,01-01-01-01-04,SN,NS,375.0
324,01-01-01-01-03,01-01-01-01-05,SN,SN,50.0
325,01-01-01-01-03,01-01-01-01-05,NS,NS,150.0
326,01-01-01-01-03,01-01-01-01-05,NS,SN,425.0
327,01-01-01-01-03,01-01-01-01-05,SN,NS,425.0
328,01-01-01-01-03,01-01-01-01-06,SN,SN,100.0
329,01-01-01-01-03,01-01-01-01-06,NS,NS,200.0
330,01-01-01-01-03,01-01-01-01-06,NS,SN,475.0
331,01-01-01-01-03,01-01-01-01-06,SN,NS,475.0
332,01-01-01-01-03,01-01-01-01-07,SN,SN,150.0
333,01-01-01-01-03,01-01-01-01-07,NS,NS,250.0
334,01-01-01-01-03,01-01-01-01-07,NS,SN,525.0
335,01-01-01-01-03,01-01-01-01-07,SN,NS,525.0
336,01-01-01-01-03,01-01-01-01-08,SN,SN,200.0
337,01-01-01-01-03,01-01-01-01-08,NS,NS,300.0
338,01-01-01-01-03,01-01-01-01-08,NS,SN,575.0
339,01-01-01-01-03,01-01-01-01-08,SN,NS,575.0
340,01-01-01-01-03,01-01-01-01-09,SN,SN,250.0
341,01-01-01-01-03,01-01-01-01-09,NS,NS,350.0
342,01-01-01-01-03,01-01-01-01-09,NS,SN,625.0
343,01-01-01-01-03,01-01-01-01-09,SN,NS,625.0
344,01-01-01-01-03,01-01-01-01-10,SN,SN,300.0
345,01-01-01-01-03,01-01-01-01-10,NS,NS,400.0
346,01-01-01-01-03,01-01-01-01-10,NS,SN,675.0
347,01-01-01-01-03,01-01-01-01-10,SN,NS,675.0
348,01-01-01-01-03,01-01-01-02-01,SN,SN,202.31943830254602
349,01-01-01-01-03,01-01-01-02-01,NS,NS,102.319438302546
350,01-01-01-01-03,01-01-01-02-01,NS,SN,477.319438302546
351,01-01-01-01-03,01-01-01-02-01,SN,NS,477.319438302546
352,01-01-01-01-03,01-01-01-02-02,SN,SN,152.31943830254602
353,01-01-01-01-03,01-01-01-02-02,NS,NS,52.319438302545606
354,01-01-01-01-03,01-01-01-02-02,NS,SN,427.319438302546
355,01-01-01-01-03,01-01-01-02-02,SN,NS,427.319438302546
356,01-01-01-01-03,01-01-01-02-03,SN,SN,102.319438302546
357,01-01-01-01-03,01-01-01-02-03,NS,NS,102.319438302546
358,01-01-01-01-03,01-01-01-02-03,NS,SN,377.319438302546
359,01-01-01-01-03,01-01-01-02-03,SN,NS,377.319438302546
360,01-01-01-01-03,01-01-01-02-04,SN,SN,52.319438302545606
361,01-01-01-01-03,01-01-01-02-04,NS,NS,152.31943830254602
362,01-01-01-01-03,01-01-01-02-04,NS,SN,427.319438302546
363,01-01-01-01-03,01-01-01-02-04,SN,NS,427.319438302546
364,01-01-01-01-03,01-01-01-02-05,SN,SN,102.319438302546
365,01-01-01-01-03,01-01-01-02-05,NS,NS,202.31943830254602
366,01-01-01-01-03,01-01-01-02-05,NS,SN,477.319438302546
367,01-01-01-01-03,01-01-01-02-05,SN,NS,477.319438302546
368,01-01-01-01-03,01-01-01-02-06,SN,SN,152.31943830254602
369,01-01-01-01-03,01-01-01-02-06,NS,NS,252.31943830254602
370,01-01-01-01-03,01-01-01-02-06,NS,SN,527.319438302546
371,01-01-01-01-03,01-01-01-02-06,SN,NS,527.319438302546
372,01-01-01-01-03,01-01-01-02-07,SN,SN,202.31943830254602
373,01-01-01-01-03,01-01-01-02-07,NS,NS,302.319438302546
374,01-01-01-01-03,01-01-01-02-07,NS,SN,577.319438302546
375,01-01-01-01-03,01-01-01-02-07,SN,NS,577.319438302546
376,01-01-01-01-03,01-01-01-02-08,SN,SN,252.31943830254602
377,01-01-01-01-03,01-01-01-02-08,NS,NS,352.319438302546
378,01-01-01-01-03,01-01-01-02-08,NS,SN,627.319438302546
379,01-01-01-01-03,01-01-01-02-08,SN,NS,627.319438302546
380,01-01-01-01-03,01-01-01-02-09,SN,SN,302.319438302546
381,01-01-01-01-03,01-01-01-02-09,NS,NS,402.319438302546
382,01-01-01-01-03,01-01-01-02-09,NS,SN,677.319438302546
383,01-01-01-01-03,01-01-01-02-09,SN,NS,677.319438302546
384,01-01-01-01-03,01-01-01-02-10,SN,SN,352.319438302546
385,01-01-01-01-03,01-01-01-02-10,NS,NS,452.319438302546
386,01-01-01-01-03,01-01-01-02-10,NS,SN,727.3194383025459
387,01-01-01-01-03,01-01-01-02-10,SN,NS,727.3194383025459
388,01-01-01-01-03,01-01-01-03-01,SN,SN,254.638876605091
389,01-01-01-01-03,01-01-01-03-01,NS,NS,154.638876605091
390,01-01-01-01-03,01-01-01-03-01,NS,SN,529.638876605091
391,01-01-01-01-03,01-01-01-03-01,SN,NS,529.638876605091
392,01-01-01-01-03,01-01-01-03-02,SN,SN,204.638876605091
393,01-01-01-01-03,01-01-01-03-02,NS,NS,104.638876605091
394,01-01-01-01-03,01-01-01-03-02,NS,SN,479.638876605091
395,01-01-01-01-03,01-01-01-03-02,SN,NS,479.638876605091
396,01-01-01-01-03,01-01-01-03-03,SN,SN,154.638876605091
397,01-01-01-01-03,01-01-01-03-03,NS,NS,154.638876605091
398,01-01-01-01-03,01-01-01-03-03,NS,SN,429.638876605091
399,01-01-01-01-03,01-01-01-03-03,SN,NS,429.638876605091
400,01-01-01-01-03,01-01-01-03-04,SN,SN,104.638876605091
401,01-01-01-01-03,01-01-01-03-04,NS,NS,204.638876605091
402,01-01-01-01-03,01-01-01-03-04,NS,SN,479.638876605091
403,01-01-01-01-03,01-01-01-03-04,SN,NS,479.638876605091
404,01-01-01-01-03,01-01-01-03-05,SN,SN,154.638876605091
