,Job_Step_1,Job_Step_2,Job_1,Job_2,Cost
39,01-01-01-01-01,01-01-02-01-01,NS,NS,600.0
40,01-01-01-01-01,01-01-02-01-02,NS,NS,650.0
41,01-01-01-01-01,01-01-02-01-03,NS,NS,700.0
42,01-01-01-01-01,01-01-02-01-04,NS,NS,750.0
43,01-01-01-01-01,01-01-02-01-05,NS,NS,800.0
44,01-01-01-01-01,01-01-02-01-06,NS,NS,850.0
45,01-01-01-01-01,01-01-02-01-07,NS,NS,900.0
46,01-01-01-01-01,01-01-02-01-08,NS,NS,950.0
47,01-01-01-01-01,01-01-02-01-09,NS,NS,1000.0
48,01-01-01-01-01,01-01-02-01-10,NS,NS,1050.0
49,01-01-01-01-01,01-01-02-02-01,NS,NS,652.319438302546
50,01-01-01-01-01,01-01-02-02-02,NS,NS,702.3194383025459
51,01-01-01-01-01,01-01-02-02-03,NS,NS,752.3194383025459
52,01-01-01-01-01,01-01-02-02-04,NS,NS,802.3194383025459
53,01-01-01-01-01,01-01-02-02-05,NS,NS,852.3194383025459
54,01-01-01-01-01,01-01-02-02-06,NS,NS,902.3194383025459
55,01-01-01-01-01,01-01-02-02-07,NS,NS,952.3194383025459
56,01-01-01-01-01,01-01-02-02-08,NS,NS,1002.31943830255
57,01-01-01-01-01,01-01-02-02-09,NS,NS,1052.31943830255
58,01-01-01-01-01,01-01-02-02-10,NS,NS,1102.31943830255
59,01-01-01-01-01,01-01-02-03-01,NS,NS,704.6388766050909
60,01-01-01-01-01,01-01-02-03-02,NS,NS,754.6388766050909
61,01-01-01-01-01,01-01-02-03-03,NS,NS,804.6388766050909
62,01-01-01-01-01,01-01-02-03-04,NS,NS,854.6388766050909
63,01-01-01-01-01,01-01-02-03-05,NS,NS,904.6388766050909
64,01-01-01-01-01,01-01-02-03-06,NS,NS,954.6388766050909
65,01-01-01-01-01,01-01-02-03-07,NS,NS,1004.63887660509
66,01-01-01-01-01,01-01-02-03-08,NS,NS,1054.63887660509
67,01-01-01-01-01,01-01-02-03-09,NS,NS,1104.63887660509
68,01-01-01-01-01,01-01-02-03-10,NS,NS,1154.63887660509
69,01-01-01-01-01,01-01-02-04-01,NS,NS,756.958314907637
70,01-01-01-01-01,01-01-02-04-02,NS,NS,806.958314907637
71,01-01-01-01-01,01-01-02-04-03,NS,NS,856.958314907637
72,01-01-01-01-01,01-01-02-04-04,NS,NS,906.958314907637
73,01-01-01-01-01,01-01-02-04-05,NS,NS,956.958314907637
74,01-01-01-01-01,01-01-02-04-06,NS,NS,1006.9583149076401
75,01-01-01-01-01,01-01-02-04-07,NS,NS,1056.95831490764
76,01-01-01-01-01,01-01-02-04-08,NS,NS,1106.95831490764
77,01-01-01-01-01,01-01-02-04-09,NS,NS,1156.95831490764
78,01-01-01-01-01,01-01-02-04-10,NS,NS,1206.95831490764
79,01-01-01-01-01,01-01-03-01-01,NS,NS,1150.0
80,01-01-01-01-01,01-01-03-01-02,NS,NS,1200.0
81,01-01-01-01-01,01-01-03-01-03,NS,NS,1250.0
82,01-01-01-01-01,01-01-03-01-04,NS,NS,1300.0
83,01-01-01-01-01,01-01-03-01-05,NS,NS,1350.0
84,01-01-01-01-01,01-01-03-01-06,NS,NS,1400.0
85,01-01-01-01-01,01-01-03-01-07,NS,NS,1450.0
86,01-01-01-01-01,01-01-03-01-08,NS,NS,1500.0
87,01-01-01-01-01,01-01-03-01-09,NS,NS,1550.0
88,01-01-01-01-01,01-01-03-01-10,NS,NS,1600.0
89,01-01-01-01-01,01-01-03-02-01,NS,NS,1202.31943830255
90,01-01-01-01-01,01-01-03-02-02,NS,NS,1252.31943830255
91,01-01-01-01-01,01-01-03-02-03,NS,NS,1302.31943830255
92,01-01-01-01-01,01-01-03-02-04,NS,NS,1352.31943830255
93,01-01-01-01-01,01-01-03-02-05,NS,NS,1402.31943830255
94,01-01-01-01-01,01-01-03-02-06,NS,NS,1452.31943830255
95,01-01-01-01-01,01-01-03-02-07,NS,NS,1502.31943830255
96,01-01-01-01-01,01-01-03-02-08,NS,NS,1552.31943830255
97,01-01-01-01-01,01-01-03-02-09,NS,NS,1602.31943830255
98,01-01-01-01-01,01-01-03-02-10,NS,NS,1652.31943830255
99,01-01-01-01-01,01-01-03-03-01,NS,NS,1254.63887660509
100,01-01-01-01-01,01-01-03-03-02,NS,NS,1304.63887660509
101,01-01-01-01-01,01-01-03-03-03,NS,NS,1354.63887660509
102,01-01-01-01-01,01-01-03-03-04,NS,NS,1404.63887660509
103,01-01-01-01-01,01-01-03-03-05,NS,NS,1454.63887660509
104,01-01-01-01-01,01-01-03-03-06,NS,NS,1504.63887660509
105,01-01-01-01-01,01-01-03-03-07,NS,NS,1554.63887660509
106,01-01-01-01-01,01-01-03-03-08,NS,NS,1604.63887660509
107,01-01-01-01-01,01-01-03-03-09,NS,NS,1654.63887660509
108,01-01-01-01-01,01-01-03-03-10,NS,NS,1704.63887660509
109,01-01-01-01-01,01-01-03-04-01,NS,NS,1306.95831490764
110,01-01-01-01-01,01-01-03-04-02,NS,NS,1356.95831490764
111,01-01-01-01-01,01-01-03-04-03,NS,NS,1406.95831490764
112,01-01-01-01-01,01-01-03-04-04,NS,NS,1456.95831490764
113,01-01-01-01-01,01-01-03-04-05,NS,NS,1506.95831490764
114,01-01-01-01-01,01-01-03-04-06,NS,NS,1556.95831490764
115,01-01-01-01-01,01-01-03-04-07,NS,NS,1606.95831490764
116,01-01-01-01-01,01-01-03-04-08,NS,NS,1656.95831490764
117,01-01-01-01-01,01-01-03-04-09,NS,NS,1706.95831490764
118,01-01-01-01-01,01-01-03-04-10,NS,NS,1756.95831490764
119,01-01-01-01-02,01-01-01-01-01,NS,NS,0.0
120,01-01-01-01-02,01-01-01-01-03,NS,NS,100.0
121,01-01-01-01-02,01-01-01-01-04,NS,NS,150.0
122,01-01-01-01-02,01-01-01-01-05,NS,NS,200.0
123,01-01-01-01-02,01-01-01-01-06,NS,NS,250.0
124,01-01-01-01-02,01-01-01-01-07,NS,NS,300.0
125,01-01-01-01-02,01-01-01-01-08,NS,NS,350.0
126,01-01-01-01-02,01-01-01-01-09,NS,NS,400.0
127,01-01-01-01-02,01-01-01-01-10,NS,NS,450.0
128,01-01-01-01-02,01-01-01-02-01,NS,NS,52.319438302545606
129,01-01-01-01-02,01-01-01-02-02,NS,NS,102.319438302546
130,01-01-01-01-02,01-01-01-02-03,NS,NS,152.31943830254602
131,01-01-01-01-02,01-01-01-02-04,NS,NS,202.31943830254602
132,01-01-01-01-02,01-01-01-02-05,NS,NS,252.31943830254602
133,01-01-01-01-02,01-01-01-02-06,NS,NS,302.319438302546
134,01-01-01-01-02,01-01-01-02-07,NS,NS,352.319438302546
135,01-01-01-01-02,01-01-01-02-08,NS,NS,402.319438302546
136,01-01-01-01-02,01-01-01-02-09,NS,NS,452.319438302546
137,01-01-01-01-02,01-01-01-02-10,NS,NS,502.319438302546
138,01-01-01-01-02,01-01-01-03-01,NS,NS,104.638876605091
139,01-01-01-01-02,01-01-01-03-02,NS,NS,154.638876605091
140,01-01-01-01-02,01-01-01-03-03,NS,NS,204.638876605091
141,01-01-01-01-02,01-01-01-03-04,NS,NS,254.638876605091
142,01-01-01-01-02,01-01-01-03-05,NS,NS,304.638876605091
143,01-01-01-01-02,01-01-01-03-06,NS,NS,354.638876605091
144,01-01-01-01-02,01-01-01-03-07,NS,NS,404.638876605091
145,01-01-01-01-02,01-01-01-03-08,NS,NS,454.638876605091
146,01-01-01-01-02,01-01-01-03-09,NS,NS,504.638876605091
147,01-01-01-01-02,01-01-01-03-10,NS,NS,554.638876605091
148,01-01-01-01-02,01-01-01-04-01,NS,NS,156.958314907637
149,01-01-01-01-02,01-01-01-04-02,NS,NS,206.95831490763698
150,01-01-01-01-02,01-01-01-04-03,NS,NS,256.958314907637
151,01-01-01-01-02,01-01-01-04-04,NS,NS,306.958314907637
152,01-01-01-01-02,01-01-01-04-05,NS,NS,356.95831490763703
153,01-01-01-01-02,01-01-01-04-06,NS,NS,406.95831490763703
154,01-01-01-01-02,01-01-01-04-07,NS,NS,456.95831490763703
155,01-01-01-01-02,01-01-01-04-08,NS,NS,506.95831490763703
156,01-01-01-01-02,01-01-01-04-09,NS,NS,556.958314907637
157,01-01-01-01-02,01-01-01-04-10,NS,NS,606.958314907637
158,01-01-01-01-02,01-01-02-01-01,NS,NS,550.0
159,01-01-01-01-02,01-01-02-01-02,NS,NS,600.0
160,01-01-01-01-02,01-01-02-01-03,NS,NS,650.0
161,01-01-01-01-02,01-01-02-01-04,NS,NS,700.0
162,01-01-01-01-02,01-01-02-01-05,NS,NS,750.0
163,01-01-01-01-02,01-01-02-01-06,NS,NS,800.0
164,01-01-01-01-02,01-01-02-01-07,NS,NS,850.0
165,01-01-01-01-02,01-01-02-01-08,NS,NS,900.0
166,01-01-01-01-02,01-01-02-01-09,NS,NS,950.0
167,01-01-01-01-02,01-01-02-01-10,NS,NS,1000.0
168,01-01-01-01-02,01-01-02-02-01,NS,NS,602.319438302546
169,01-01-01-01-02,01-01-02-02-02,NS,NS,652.319438302546
170,01-01-01-01-02,01-01-02-02-03,NS,NS,702.3194383025459
171,01-01-01-01-02,01-01-02-02-04,NS,NS,752.3194383025459
172,01-01-01-01-02,01-01-02-02-05,NS,NS,802.3194383025459
173,01-01-01-01-02,01-01-02-02-06,NS,NS,852.3194383025459
174,01-01-01-01-02,01-01-02-02-07,NS,NS,902.3194383025459
175,01-01-01-01-02,01-01-02-02-08,NS,NS,952.3194383025459
176,01-01-01-01-02,01-01-02-02-09,NS,NS,1002.31943830255
177,01-01-01-01-02,01-01-02-02-10,NS,NS,1052.31943830255
178,01-01-01-01-02,01-01-02-03-01,NS,NS,654.638876605091
179,01-01-01-01-02,01-01-02-03-02,NS,NS,704.6388766050909
180,01-01-01-01-02,01-01-02-03-03,NS,NS,754.6388766050909
181,01-01-01-01-02,01-01-02-03-04,NS,NS,804.6388766050909
182,01-01-01-01-02,01-01-02-03-05,NS,NS,854.6388766050909
183,01-01-01-01-02,01-01-02-03-06,NS,NS,904.6388766050909
184,01-01-01-01-02,01-01-02-03-07,NS,NS,954.6388766050909
185,01-01-01-01-02,01-01-02-03-08,NS,NS,1004.63887660509
186,01-01-01-01-02,01-01-02-03-09,NS,NS,1054.63887660509
187,01-01-01-01-02,01-01-02-03-10,NS,NS,1104.63887660509
188,01-01-01-01-02,01-01-02-04-01,NS,NS,706.958314907637
189,01-01-01-01-02,01-01-02-04-02,NS,NS,756.958314907637
190,01-01-01-01-02,01-01-02-04-03,NS,NS,806.958314907637
191,01-01-01-01-02,01-01-02-04-04,NS,NS,856.958314907637
192,01-01-01-01-02,01-01-02-04-05,NS,NS,906.958314907637
193,01-01-01-01-02,01-01-02-04-06,NS,NS,956.958314907637
194,01-01-01-01-02,01-01-02-04-07,NS,NS,1006.9583149076401
195,01-01-01-01-02,01-01-02-04-08,NS,NS,1056.95831490764
196,01-01-01-01-02,01-01-02-04-09,NS,NS,1106.95831490764
197,01-01-01-01-02,01-01-02-04-10,NS,NS,1156.95831490764
198,01-01-01-01-02,01-01-03-01-01,NS,NS,1100.0
199,01-01-01-01-02,01-01-03-01-02,NS,NS,1150.0
200,01-01-01-01-02,01-01-03-01-03,NS,NS,1200.0
201,01-01-01-01-02,01-01-03-01-04,NS,NS,1250.0
202,01-01-01-01-02,01-01-03-01-05,NS,NS,1300.0
203,01-01-01-01-02,01-01-03-01-06,NS,NS,1350.0
204,01-01-01-01-02,01-01-03-01-07,NS,NS,1400.0
205,01-01-01-01-02,01-01-03-01-08,NS,NS,1450.0
206,01-01-01-01-02,01-01-03-01-09,NS,NS,1500.0
207,01-01-01-01-02,01-01-03-01-10,NS,NS,1550.0
208,01-01-01-01-02,01-01-03-02-01,NS,NS,1152.31943830255
209,01-01-01-01-02,01-01-03-02-02,NS,NS,1202.31943830255
210,01-01-01-01-02,01-01-03-02-03,NS,NS,1252.31943830255
211,01-01-01-01-02,01-01-03-02-04,NS,NS,1302.31943830255
212,01-01-01-01-02,01-01-03-02-05,NS,NS,1352.31943830255
213,01-01-01-01-02,01-01-03-02-06,NS,NS,1402.31943830255
214,01-01-01-01-02,01-01-03-02-07,NS,NS,1452.31943830255
215,01-01-01-01-02,01-01-03-02-08,NS,NS,1502.31943830255
216,01-01-01-01-02,01-01-03-02-09,NS,NS,1552.31943830255
217,01-01-01-01-02,01-01-03-02-10,NS,NS,1602.31943830255
218,01-01-01-01-02,01-01-03-03-01,NS,NS,1204.63887660509
219,01-01-01-01-02,01-01-03-03-02,NS,NS,1254.63887660509
220,01-01-01-01-02,01-01-03-03-03,NS,NS,1304.63887660509
221,01-01-01-01-02,01-01-03-03-04,NS,NS,1354.63887660509
222,01-01-01-01-02,01-01-03-03-05,NS,NS,1404.63887660509
223,01-01-01-01-02,01-01-03-03-06,NS,NS,1454.63887660509
224,01-01-01-01-02,01-01-03-03-07,NS,NS,1504.63887660509
225,01-01-01-01-02,01-01-03-03-08,NS,NS,1554.63887660509
226,01-01-01-01-02,01-01-03-03-09,NS,NS,1604.63887660509
227,01-01-01-01-02,01-01-03-03-10,NS,NS,1654.63887660509
228,01-01-01-01-02,01-01-03-04-01,NS,NS,1256.95831490764
229,01-01-01-01-02,01-01-03-04-02,NS,NS,1306.95831490764
230,01-01-01-01-02,01-01-03-04-03,NS,NS,1356.95831490764
231,01-01-01-01-02,01-01-03-04-04,NS,NS,1406.95831490764
232,01-01-01-01-02,01-01-03-04-05,NS,NS,1456.95831490764
233,01-01-01-01-02,01-01-03-04-06,NS,NS,1506.95831490764
234,01-01-01-01-02,01-01-03-04-07,NS,NS,1556.95831490764
235,01-01-01-01-02,01-01-03-04-08,NS,NS,1606.95831490764
236,01-01-01-01-02,01-01-03-04-09,NS,NS,1656.95831490764
237,01-01-01-01-02,01-01-03-04-10,NS,NS,1706.95831490764
238,01-01-01-01-03,01-01-01-01-01,NS,NS,50.0
239,01-01-01-01-03,01-01-01-01-02,NS,NS,0.0
240,01-01-01-01-03,01-01-01-01-04,NS,NS,100.0
241,01-01-01-01-03,01-01-01-01-05,NS,NS,150.0
242,01-01-01-01-03,01-01-01-01-06,NS,NS,200.0
243,01-01-01-01-03,01-01-01-01-07,NS,NS,250.0
244,01-01-01-01-03,01-01-01-01-08,NS,NS,300.0
245,01-01-01-01-03,01-01-01-01-09,NS,NS,350.0
246,01-01-01-01-03,01-01-01-01-10,NS,NS,400.0
247,01-01-01-01-03,01-01-01-02-01,NS,NS,102.319438302546
248,01-01-01-01-03,01-01-01-02-02,NS,NS,52.319438302545606
249,01-01-01-01-03,01-01-01-02-03,NS,NS,102.319438302546
250,01-01-01-01-03,01-01-01-02-04,NS,NS,152.31943830254602
251,01-01-01-01-03,01-01-01-02-05,NS,NS,202.31943830254602
252,01-01-01-01-03,01-01-01-02-06,NS,NS,252.31943830254602
253,01-01-01-01-03,01-01-01-02-07,NS,NS,302.319438302546
254,01-01-01-01-03,01-01-01-02-08,NS,NS,352.319438302546
255,01-01-01-01-03,01-01-01-02-09,NS,NS,402.319438302546
256,01-01-01-01-03,01-01-01-02-10,NS,NS,452.319438302546
257,01-01-01-01-03,01-01-01-03-01,NS,NS,154.638876605091
258,01-01-01-01-03,01-01-01-03-02,NS,NS,104.638876605091
259,01-01-01-01-03,01-01-01-03-03,NS,NS,154.638876605091
260,01-01-01-01-03,01-01-01-03-04,NS,NS,204.638876605091
261,01-01-01-01-03,01-01-01-03-05,NS,NS,254.638876605091
262,01-01-01-01-03,01-01-01-03-06,NS,NS,304.638876605091
263,01-01-01-01-03,01-01-01-03-07,NS,NS,354.638876605091
264,01-01-01-01-03,01-01-01-03-08,NS,NS,404.638876605091
265,01-01-01-01-03,01-01-01-03-09,NS,NS,454.638876605091
266,01-01-01-01-03,01-01-01-03-10,NS,NS,504.638876605091
267,01-01-01-01-03,01-01-01-04-01,NS,NS,206.95831490763698
268,01-01-01-01-03,01-01-01-04-02,NS,NS,156.958314907637
269,01-01-01-01-03,01-01-01-04-03,NS,NS,206.95831490763698
270,01-01-01-01-03,01-01-01-04-04,NS,NS,256.958314907637
271,01-01-01-01-03,01-01-01-04-05,NS,NS,306.958314907637
272,01-01-01-01-03,01-01-01-04-06,NS,NS,356.95831490763703
273,01-01-01-01-03,01-01-01-04-07,NS,NS,406.95831490763703
274,01-01-01-01-03,01-01-01-04-08,NS,NS,456.95831490763703
275,01-01-01-01-03,01-01-01-04-09,NS,NS,506.95831490763703
276,01-01-01-01-03,01-01-01-04-10,NS,NS,556.958314907637
277,01-01-01-01-03,01-01-02-01-01,NS,NS,500.0
278,01-01-01-01-03,01-01-02-01-02,NS,NS,550.0
279,01-01-01-01-03,01-01-02-01-03,NS,NS,600.0
280,01-01-01-01-03,01-01-02-01-04,NS,NS,650.0
281,01-01-01-01-03,01-01-02-01-05,NS,NS,700.0
282,01-01-01-01-03,01-01-02-01-06,NS,NS,750.0
283,01-01-01-01-03,01-01-02-01-07,NS,NS,800.0
284,01-01-01-01-03,01-01-02-01-08,NS,NS,850.0
285,01-01-01-01-03,01-01-02-01-09,NS,NS,900.0
286,01-01-01-01-03,01-01-02-01-10,NS,NS,950.0
287,01-01-01-01-03,01-01-02-02-01,NS,NS,552.319438302546
288,01-01-01-01-03,01-01-02-02-02,NS,NS,602.319438302546
289,01-01-01-01-03,01-01-02-02-03,NS,NS,652.319438302546
290,01-01-01-01-03,01-01-02-02-04,NS,NS,702.3194383025459
291,01-01-01-01-03,01-01-02-02-05,NS,NS,752.3194383025459
292,01-01-01-01-03,01-01-02-02-06,NS,NS,802.3194383025459
293,01-01-01-01-03,01-01-02-02-07,NS,NS,852.3194383025459
294,01-01-01-01-03,01-01-02-02-08,NS,NS,902.3194383025459
295,01-01-01-01-03,01-01-02-02-09,NS,NS,952.3194383025459
296,01-01-01-01-03,01-01-02-02-10,NS,NS,1002.31943830255
297,01-01-01-01-03,01-01-02-03-01,NS,NS,604.638876605091
298,01-01-01-01-03,01-01-02-03-02,NS,NS,654.638876605091
299,01-01-01-01-03,01-01-02-03-03,NS,NS,704.6388766050909
300,01-01-01-01-03,01-01-02-03-04,NS,NS,754.6388766050909
301,01-01-01-01-03,01-01-02-03-05,NS,NS,804.6388766050909
302,01-01-01-01-03,01-01-02-03-06,NS,NS,854.6388766050909
303,01-01-01-01-03,01-01-02-03-07,NS,NS,904.6388766050909
304,01-01-01-01-03,01-01-02-03-08,NS,NS,954.6388766050909
305,01-01-01-01-03,01-01-02-03-09,NS,NS,1004.63887660509
306,01-01-01-01-03,01-01-02-03-10,NS,NS,1054.63887660509
307,01-01-01-01-03,01-01-02-04-01,NS,NS,656.958314907637
308,01-01-01-01-03,01-01-02-04-02,NS,NS,706.958314907637
309,01-01-01-01-03,01-01-02-04-03,NS,NS,756.958314907637
310,01-01-01-01-03,01-01-02-04-04,NS,NS,806.958314907637
311,01-01-01-01-03,01-01-02-04-05,NS,NS,856.958314907637
312,01-01-01-01-03,01-01-02-04-06,NS,NS,906.958314907637
313,01-01-01-01-03,01-01-02-04-07,NS,NS,956.958314907637
314,01-01-01-01-03,01-01-02-04-08,NS,NS,1006.9583149076401
315,01-01-01-01-03,01-01-02-04-09,NS,NS,1056.95831490764
316,01-01-01-01-03,01-01-02-04-10,NS,NS,1106.95831490764
317,01-01-01-01-03,01-01-03-01-01,NS,NS,1050.0
318,01-01-01-01-03,01-01-03-01-02,NS,NS,1100.0
319,01-01-01-01-03,01-01-03-01-03,NS,NS,1150.0
320,01-01-01-01-03,01-01-03-01-04,NS,NS,1200.0
321,01-01-01-01-03,01-01-03-01-05,NS,NS,1250.0
322,01-01-01-01-03,01-01-03-01-06,NS,NS,1300.0
323,01-01-01-01-03,01-01-03-01-07,NS,NS,1350.0
324,01-01-01-01-03,01-01-03-01-08,NS,NS,1400.0
325,01-01-01-01-03,01-01-03-01-09,NS,NS,1450.0
326,01-01-01-01-03,01-01-03-01-10,NS,NS,1500.0
327,01-01-01-01-03,01-01-03-02-01,NS,NS,1102.31943830255
328,01-01-01-01-03,01-01-03-02-02,NS,NS,1152.31943830255
329,01-01-01-01-03,01-01-03-02-03,NS,NS,1202.31943830255
330,01-01-01-01-03,01-01-03-02-04,NS,NS,1252.31943830255
331,01-01-01-01-03,01-01-03-02-05,NS,NS,1302.31943830255
332,01-01-01-01-03,01-01-03-02-06,NS,NS,1352.31943830255
333,01-01-01-01-03,01-01-03-02-07,NS,NS,1402.31943830255
334,01-01-01-01-03,01-01-03-02-08,NS,NS,1452.31943830255
335,01-01-01-01-03,01-01-03-02-09,NS,NS,1502.31943830255
336,01-01-01-01-03,01-01-03-02-10,NS,NS,1552.31943830255
337,01-01-01-01-03,01-01-03-03-01,NS,NS,1154.63887660509
338,01-01-01-01-03,01-01-03-03-02,NS,NS,1204.63887660509
339,01-01-01-01-03,01-01-03-03-03,NS,NS,1254.63887660509
340,01-01-01-01-03,01-01-03-03-04,NS,NS,1304.63887660509
341,01-01-01-01-03,01-01-03-03-05,NS,NS,1354.63887660509
342,01-01-01-01-03,01-01-03-03-06,NS,NS,1404.63887660509
343,01-01-01-01-03,01-01-03-03-07,NS,NS,1454.63887660509
344,01-01-01-01-03,01-01-03-03-08,NS,NS,1504.63887660509
345,01-01-01-01-03,01-01-03-03-09,NS,NS,1554.63887660509
346,01-01-01-01-03,01-01-03-03-10,NS,NS,1604.63887660509
347,01-01-01-01-03,01-01-03-04-01,NS,NS,1206.95831490764
348,01-01-01-01-03,01-01-03-04-02,NS,NS,1256.95831490764
349,01-01-01-01-03,01-01-03-04-03,NS,NS,1306.95831490764
350,01-01-01-01-03,01-01-03-04-04,NS,NS,1356.95831490764
351,01-01-01-01-03,01-01-03-04-05,NS,NS,1406.95831490764
352,01-01-01-01-03,01-01-03-04-06,NS,NS,1456.95831490764
353,01-01-01-01-03,01-01-03-04-07,NS,NS,1506.95831490764
354,01-01-01-01-03,01-01-03-04-08,NS,NS,1556.95831490764
355,01-01-01-01-03,01-01-03-04-09,NS,NS,1606.95831490764
356,01-01-01-01-03,01-01-03-04-10,NS,NS,1656.95831490764
357,01-01-01-01-04,01-01-01-01-01,NS,NS,100.0
358,01-01-01-01-04,01-01-01-01-02,NS,NS,50.0
359,01-01-01-01-04,01-01-01-01-03,NS,NS,0.0
360,01-01-01-01-04,01-01-01-01-05,NS,NS,100.0
361,01-01-01-01-04,01-01-01-01-06,NS,NS,150.0
362,01-01-01-01-04,01-01-01-01-07,NS,NS,200.0
363,01-01-01-01-04,01-01-01-01-08,NS,NS,250.0
364,01-01-01-01-04,01-01-01-01-09,NS,NS,300.0
365,01-01-01-01-04,01-01-01-01-10,NS,NS,350.0
366,01-01-01-01-04,01-01-01-02-01,NS,NS,152.31943830254602
367,01-01-01-01-04,01-01-01-02-02,NS,NS,102.319438302546
368,01-01-01-01-04,01-01-01-02-03,NS,NS,52.319438302545606
369,01-01-01-01-04,01-01-01-02-04,NS,NS,102.319438302546
370,01-01-01-01-04,01-01-01-02-05,NS,NS,152.31943830254602
371,01-01-01-01-04,01-01-01-02-06,NS,NS,202.31943830254602
372,01-01-01-01-04,01-01-01-02-07,NS,NS,252.31943830254602
373,01-01-01-01-04,01-01-01-02-08,NS,NS,302.319438302546
374,01-01-01-01-04,01-01-01-02-09,NS,NS,352.319438302546
375,01-01-01-01-04,01-01-01-02-10,NS,NS,402.319438302546
376,01-01-01-01-04,01-01-01-03-01,NS,NS,204.638876605091
377,01-01-01-01-04,01-01-01-03-02,NS,NS,154.638876605091
378,01-01-01-01-04,01-01-01-03-03,NS,NS,104.638876605091
379,01-01-01-01-04,01-01-01-03-04,NS,NS,154.638876605091
380,01-01-01-01-04,01-01-01-03-05,NS,NS,204.638876605091
381,01-01-01-01-04,01-01-01-03-06,NS,NS,254.638876605091
382,01-01-01-01-04,01-01-01-03-07,NS,NS,304.638876605091
383,01-01-01-01-04,01-01-01-03-08,NS,NS,354.638876605091
384,01-01-01-01-04,01-01-01-03-09,NS,NS,404.638876605091
385,01-01-01-01-04,01-01-01-03-10,NS,NS,454.638876605091
386,01-01-01-01-04,01-01-01-04-01,NS,NS,256.958314907637
387,01-01-01-01-04,01-01-01-04-02,NS,NS,206.95831490763698
388,01-01-01-01-04,01-01-01-04-03,NS,NS,156.958314907637
389,01-01-01-01-04,01-01-01-04-04,NS,NS,206.95831490763698
390,01-01-01-01-04,01-01-01-04-05,NS,NS,256.958314907637
391,01-01-01-01-04,01-01-01-04-06,NS,NS,306.958314907637
392,01-01-01-01-04,01-01-01-04-07,NS,NS,356.95831490763703
393,01-01-01-01-04,01-01-01-04-08,NS,NS,406.95831490763703
394,01-01-01-01-04,01-01-01-04-09,NS,NS,456.95831490763703
395,01-01-01-01-04,01-01-01-04-10,NS,NS,506.95831490763703
396,01-01-01-01-04,01-01-02-01-01,NS,NS,450.0
397,01-01-01-01-04,01-01-02-01-02,NS,NS,500.0
398,01-01-01-01-04,01-01-02-01-03,NS,NS,550.0
399,01-01-01-01-04,01-01-02-01-04,NS,NS,600.0
