,Job_Step_1,Job_Step_2,Job_1,Job_2,Cost
91,01-01-01-01-01,01-01-01-03-04,SN,NS,579.638876605091
92,01-01-01-01-01,01-01-01-03-05,SN,SN,254.638876605091
93,01-01-01-01-01,01-01-01-03-05,NS,NS,354.638876605091
94,01-01-01-01-01,01-01-01-03-05,NS,SN,629.638876605091
95,01-01-01-01-01,01-01-01-03-05,SN,NS,629.638876605091
96,01-01-01-01-01,01-01-01-03-06,SN,SN,304.638876605091
97,01-01-01-01-01,01-01-01-03-06,NS,NS,404.638876605091
98,01-01-01-01-01,01-01-01-03-06,NS,SN,679.638876605091
99,01-01-01-01-01,01-01-01-03-06,SN,NS,679.638876605091
100,01-01-01-01-01,01-01-01-03-07,SN,SN,354.638876605091
101,01-01-01-01-01,01-01-01-03-07,NS,NS,454.638876605091
102,01-01-01-01-01,01-01-01-03-07,NS,SN,729.6388766050909
103,01-01-01-01-01,01-01-01-03-07,SN,NS,729.6388766050909
104,01-01-01-01-01,01-01-01-03-08,SN,SN,404.638876605091
105,01-01-01-01-01,01-01-01-03-08,NS,NS,504.638876605091
106,01-01-01-01-01,01-01-01-03-08,NS,SN,779.6388766050909
107,01-01-01-01-01,01-01-01-03-08,SN,NS,779.6388766050909
108,01-01-01-01-01,01-01-01-03-09,SN,SN,454.638876605091
109,01-01-01-01-01,01-01-01-03-09,NS,NS,554.638876605091
110,01-01-01-01-01,01-01-01-03-09,NS,SN,829.6388766050909
111,01-01-01-01-01,01-01-01-03-09,SN,NS,829.6388766050909
112,01-01-01-01-01,01-01-01-03-10,SN,SN,504.638876605091
113,01-01-01-01-01,01-01-01-03-10,NS,NS,604.638876605091
114,01-01-01-01-01,01-01-01-03-10,NS,SN,879.6388766050909
115,01-01-01-01-01,01-01-01-03-10,SN,NS,879.6388766050909
116,01-01-01-01-01,01-01-01-04-01,SN,SN,206.95831490763698
117,01-01-01-01-01,01-01-01-04-01,NS,NS,206.95831490763698
118,01-01-01-01-01,01-01-01-04-01,NS,SN,481.95831490763703
119,01-01-01-01-01,01-01-01-04-01,SN,NS,481.95831490763703
120,01-01-01-01-01,01-01-01-04-02,SN,SN,156.958314907637
121,01-01-01-01-01,01-01-01-04-02,NS,NS,256.958314907637
122,01-01-01-01-01,01-01-01-04-02,NS,SN,531.958314907637
123,01-01-01-01-01,01-01-01-04-02,SN,NS,531.958314907637
124,01-01-01-01-01,01-01-01-04-03,SN,SN,206.95831490763698
125,01-01-01-01-01,01-01-01-04-03,NS,NS,306.958314907637
126,01-01-01-01-01,01-01-01-04-03,NS,SN,581.958314907637
127,01-01-01-01-01,01-01-01-04-03,SN,NS,581.958314907637
128,01-01-01-01-01,01-01-01-04-04,SN,SN,256.958314907637
129,01-01-01-01-01,01-01-01-04-04,NS,NS,356.95831490763703
130,01-01-01-01-01,01-01-01-04-04,NS,SN,631.958314907637
131,01-01-01-01-01,01-01-01-04-04,SN,NS,631.958314907637
132,01-01-01-01-01,01-01-01-04-05,SN,SN,306.958314907637
133,01-01-01-01-01,01-01-01-04-05,NS,NS,406.95831490763703
134,01-01-01-01-01,01-01-01-04-05,NS,SN,681.958314907637
135,01-01-01-01-01,01-01-01-04-05,SN,NS,681.958314907637
136,01-01-01-01-01,01-01-01-04-06,SN,SN,356.95831490763703
137,01-01-01-01-01,01-01-01-04-06,NS,NS,456.95831490763703
138,01-01-01-01-01,01-01-01-04-06,NS,SN,731.958314907637
139,01-01-01-01-01,01-01-01-04-06,SN,NS,731.958314907637
140,01-01-01-01-01,01-01-01-04-07,SN,SN,406.95831490763703
141,01-01-01-01-01,01-01-01-04-07,NS,NS,506.95831490763703
142,01-01-01-01-01,01-01-01-04-07,NS,SN,781.958314907637
143,01-01-01-01-01,01-01-01-04-07,SN,NS,781.958314907637
144,01-01-01-01-01,01-01-01-04-08,SN,SN,456.95831490763703
145,01-01-01-01-01,01-01-01-04-08,NS,NS,556.958314907637
146,01-01-01-01-01,01-01-01-04-08,NS,SN,831.958314907637
147,01-01-01-01-01,01-01-01-04-08,SN,NS,831.958314907637
148,01-01-01-01-01,01-01-01-04-09,SN,SN,506.95831490763703
149,01-01-01-01-01,01-01-01-04-09,NS,NS,606.958314907637
150,01-01-01-01-01,01-01-01-04-09,NS,SN,881.958314907637
151,01-01-01-01-01,01-01-01-04-09,SN,NS,881.958314907637
152,01-01-01-01-01,01-01-01-04-10,SN,SN,556.958314907637
153,01-01-01-01-01,01-01-01-04-10,NS,NS,656.958314907637
154,01-01-01-01-01,01-01-01-04-10,NS,SN,931.958314907637
155,01-01-01-01-01,01-01-01-04-10,SN,NS,931.958314907637
156,01-01-01-01-01,01-01-02-01-01,SN,SN,500.0
157,01-01-01-01-01,01-01-02-01-01,NS,NS,600.0
158,01-01-01-01-01,01-01-02-01-01,NS,SN,875.0
159,01-01-01-01-01,01-01-02-01-01,SN,NS,875.0
160,01-01-01-01-01,01-01-02-01-02,SN,SN,550.0
161,01-01-01-01-01,01-01-02-01-02,NS,NS,650.0
162,01-01-01-01-01,01-01-02-01-02,NS,SN,925.0
163,01-01-01-01-01,01-01-02-01-02,SN,NS,925.0
164,01-01-01-01-01,01-01-02-01-03,SN,SN,600.0
165,01-01-01-01-01,01-01-02-01-03,NS,NS,700.0
166,01-01-01-01-01,01-01-02-01-03,NS,SN,975.0
167,01-01-01-01-01,01-01-02-01-03,SN,NS,975.0
168,01-01-01-01-01,01-01-02-01-04,SN,SN,650.0
169,01-01-01-01-01,01-01-02-01-04,NS,NS,750.0
170,01-01-01-01-01,01-01-02-01-04,NS,SN,1025.0
171,01-01-01-01-01,01-01-02-01-04,SN,NS,1025.0
172,01-01-01-01-01,01-01-02-01-05,SN,SN,700.0
173,01-01-01-01-01,01-01-02-01-05,NS,NS,800.0
174,01-01-01-01-01,01-01-02-01-05,NS,SN,1075.0
175,01-01-01-01-01,01-01-02-01-05,SN,NS,1075.0
176,01-01-01-01-01,01-01-02-01-06,SN,SN,750.0
177,01-01-01-01-01,01-01-02-01-06,NS,NS,850.0
178,01-01-01-01-01,01-01-02-01-06,NS,SN,1125.0
179,01-01-01-01-01,01-01-02-01-06,SN,NS,1125.0
180,01-01-01-01-01,01-01-02-01-07,SN,SN,800.0
181,01-01-01-01-01,01-01-02-01-07,NS,NS,900.0
182,01-01-01-01-01,01-01-02-01-07,NS,SN,1175.0
183,01-01-01-01-01,01-01-02-01-07,SN,NS,1175.0
184,01-01-01-01-01,01-01-02-01-08,SN,SN,850.0
185,01-01-01-01-01,01-01-02-01-08,NS,NS,950.0
186,01-01-01-01-01,01-01-02-01-08,NS,SN,1225.0
187,01-01-01-01-01,01-01-02-01-08,SN,NS,1225.0
188,01-01-01-01-01,01-01-02-01-09,SN,SN,900.0
189,01-01-01-01-01,01-01-02-01-09,NS,NS,1000.0
190,01-01-01-01-01,01-01-02-01-09,NS,SN,1275.0
191,01-01-01-01-01,01-01-02-01-09,SN,NS,1275.0
192,01-01-01-01-01,01-01-02-01-10,SN,SN,950.0
193,01-01-01-01-01,01-01-02-01-10,NS,NS,1050.0
194,01-01-01-01-01,01-01-02-01-10,NS,SN,1325.0
195,01-01-01-01-01,01-01-02-01-10,SN,NS,1325.0
196,01-01-01-01-01,01-01-02-02-01,SN,SN,552.319438302546
197,01-01-01-01-01,01-01-02-02-01,NS,NS,652.319438302546
198,01-01-01-01-01,01-01-02-02-01,NS,SN,927.3194383025459
199,01-01-01-01-01,01-01-02-02-01,SN,NS,927.3194383025459
200,01-01-01-01-01,01-01-02-02-02,SN,SN,602.319438302546
201,01-01-01-01-01,01-01-02-02-02,NS,NS,702.3194383025459
202,01-01-01-01-01,01-01-02-02-02,NS,SN,977.3194383025459
203,01-01-01-01-01,01-01-02-02-02,SN,NS,977.3194383025459
204,01-01-01-01-01,01-01-02-02-03,SN,SN,652.319438302546
205,01-01-01-01-01,01-01-02-02-03,NS,NS,752.3194383025459
206,01-01-01-01-01,01-01-02-02-03,NS,SN,1027.31943830255
207,01-01-01-01-01,01-01-02-02-03,SN,NS,1027.31943830255
208,01-01-01-01-01,01-01-02-02-04,SN,SN,702.3194383025459
209,01-01-01-01-01,01-01-02-02-04,NS,NS,802.3194383025459
210,01-01-01-01-01,01-01-02-02-04,NS,SN,1077.31943830255
211,01-01-01-01-01,01-01-02-02-04,SN,NS,1077.31943830255
212,01-01-01-01-01,01-01-02-02-05,SN,SN,752.3194383025459
213,01-01-01-01-01,01-01-02-02-05,NS,NS,852.3194383025459
214,01-01-01-01-01,01-01-02-02-05,NS,SN,1127.31943830255
215,01-01-01-01-01,01-01-02-02-05,SN,NS,1127.31943830255
216,01-01-01-01-01,01-01-02-02-06,SN,SN,802.3194383025459
217,01-01-01-01-01,01-01-02-02-06,NS,NS,902.3194383025459
218,01-01-01-01-01,01-01-02-02-06,NS,SN,1177.31943830255
219,01-01-01-01-01,01-01-02-02-06,SN,NS,1177.31943830255
220,01-01-01-01-01,01-01-02-02-07,SN,SN,852.3194383025459
221,01-01-01-01-01,01-01-02-02-07,NS,NS,952.3194383025459
222,01-01-01-01-01,01-01-02-02-07,NS,SN,1227.31943830255
223,01-01-01-01-01,01-01-02-02-07,SN,NS,1227.31943830255
224,01-01-01-01-01,01-01-02-02-08,SN,SN,902.3194383025459
225,01-01-01-01-01,01-01-02-02-08,NS,NS,1002.31943830255
226,01-01-01-01-01,01-01-02-02-08,NS,SN,1277.31943830255
227,01-01-01-01-01,01-01-02-02-08,SN,NS,1277.31943830255
228,01-01-01-01-01,01-01-02-02-09,SN,SN,952.3194383025459
229,01-01-01-01-01,01-01-02-02-09,NS,NS,1052.31943830255
230,01-01-01-01-01,01-01-02-02-09,NS,SN,1327.31943830255
231,01-01-01-01-01,01-01-02-02-09,SN,NS,1327.31943830255
232,01-01-01-01-01,01-01-02-02-10,SN,SN,1002.31943830255
233,01-01-01-01-01,01-01-02-02-10,NS,NS,1102.31943830255
234,01-01-01-01-01,01-01-02-02-10,NS,SN,1377.31943830255
235,01-01-01-01-01,01-01-02-02-10,SN,NS,1377.31943830255
236,01-01-01-01-01,01-01-02-03-01,SN,SN,604.638876605091
237,01-01-01-01-01,01-01-02-03-01,NS,NS,704.6388766050909
238,01-01-01-01-01,01-01-02-03-01,NS,SN,979.6388766050909
239,01-01-01-01-01,01-01-02-03-01,SN,NS,979.6388766050909
240,01-01-01-01-01,01-01-02-03-02,SN,SN,654.638876605091
241,01-01-01-01-01,01-01-02-03-02,NS,NS,754.6388766050909
242,01-01-01-01-01,01-01-02-03-02,NS,SN,1029.63887660509
243,01-01-01-01-01,01-01-02-03-02,SN,NS,1029.63887660509
244,01-01-01-01-01,01-01-02-03-03,SN,SN,704.6388766050909
245,01-01-01-01-01,01-01-02-03-03,NS,NS,804.6388766050909
246,01-01-01-01-01,01-01-02-03-03,NS,SN,1079.63887660509
247,01-01-01-01-01,01-01-02-03-03,SN,NS,1079.63887660509
248,01-01-01-01-01,01-01-02-03-04,SN,SN,754.6388766050909
249,01-01-01-01-01,01-01-02-03-04,NS,NS,854.6388766050909
250,01-01-01-01-01,01-01-02-03-04,NS,SN,1129.63887660509
251,01-01-01-01-01,01-01-02-03-04,SN,NS,1129.63887660509
252,01-01-01-01-01,01-01-02-03-05,SN,SN,804.6388766050909
253,01-01-01-01-01,01-01-02-03-05,NS,NS,904.6388766050909
254,01-01-01-01-01,01-01-02-03-05,NS,SN,1179.63887660509
255,01-01-01-01-01,01-01-02-03-05,SN,NS,1179.63887660509
256,01-01-01-01-01,01-01-02-03-06,SN,SN,854.6388766050909
257,01-01-01-01-01,01-01-02-03-06,NS,NS,954.6388766050909
258,01-01-01-01-01,01-01-02-03-06,NS,SN,1229.63887660509
259,01-01-01-01-01,01-01-02-03-06,SN,NS,1229.63887660509
260,01-01-01-01-01,01-01-02-03-07,SN,SN,904.6388766050909
261,01-01-01-01-01,01-01-02-03-07,NS,NS,1004.63887660509
262,01-01-01-01-01,01-01-02-03-07,NS,SN,1279.63887660509
263,01-01-01-01-01,01-01-02-03-07,SN,NS,1279.63887660509
264,01-01-01-01-01,01-01-02-03-08,SN,SN,954.6388766050909
265,01-01-01-01-01,01-01-02-03-08,NS,NS,1054.63887660509
266,01-01-01-01-01,01-01-02-03-08,NS,SN,1329.63887660509
267,01-01-01-01-01,01-01-02-03-08,SN,NS,1329.63887660509
268,01-01-01-01-01,01-01-02-03-09,SN,SN,1004.63887660509
269,01-01-01-01-01,01-01-02-03-09,NS,NS,1104.63887660509
270,01-01-01-01-01,01-01-02-03-09,NS,SN,1379.63887660509
271,01-01-01-01-01,01-01-02-03-09,SN,NS,1379.63887660509
272,01-01-01-01-01,01-01-02-03-10,SN,SN,1054.63887660509
273,01-01-01-01-01,01-01-02-03-10,NS,NS,1154.63887660509
274,01-01-01-01-01,01-01-02-03-10,NS,SN,1429.63887660509
275,01-01-01-01-01,01-01-02-03-10,SN,NS,1429.63887660509
276,01-01-01-01-01,01-01-02-04-01,SN,SN,656.958314907637
277,01-01-01-01-01,01-01-02-04-01,NS,NS,756.958314907637
278,01-01-01-01-01,01-01-02-04-01,NS,SN,1031.95831490764
279,01-01-01-01-01,01-01-02-04-01,SN,NS,1031.95831490764
280,01-01-01-01-01,01-01-02-04-02,SN,SN,706.958314907637
281,01-01-01-01-01,01-01-02-04-02,NS,NS,806.958314907637
282,01-01-01-01-01,01-01-02-04-02,NS,SN,1081.95831490764
283,01-01-01-01-01,01-01-02-04-02,SN,NS,1081.95831490764
284,01-01-01-01-01,01-01-02-04-03,SN,SN,756.958314907637
285,01-01-01-01-01,01-01-02-04-03,NS,NS,856.958314907637
286,01-01-01-01-01,01-01-02-04-03,NS,SN,1131.95831490764
287,01-01-01-01-01,01-01-02-04-03,SN,NS,1131.95831490764
288,01-01-01-01-01,01-01-02-04-04,SN,SN,806.958314907637
289,01-01-01-01-01,01-01-02-04-04,NS,NS,906.958314907637
290,01-01-01-01-01,01-01-02-04-04,NS,SN,1181.95831490764
291,01-01-01-01-01,01-01-02-04-04,SN,NS,1181.95831490764
292,01-01-01-01-01,01-01-02-04-05,SN,SN,856.958314907637
293,01-01-01-01-01,01-01-02-04-05,NS,NS,956.958314907637
294,01-01-01-01-01,01-01-02-04-05,NS,SN,1231.95831490764
295,01-01-01-01-01,01-01-02-04-05,SN,NS,1231.95831490764
296,01-01-01-01-01,01-01-02-04-06,SN,SN,906.958314907637
297,01-01-01-01-01,01-01-02-04-06,NS,NS,1006.9583149076401
298,01-01-01-01-01,01-01-02-04-06,NS,SN,1281.95831490764
299,01-01-01-01-01,01-01-02-04-06,SN,NS,1281.95831490764
300,01-01-01-01-01,01-01-02-04-07,SN,SN,956.958314907637
301,01-01-01-01-01,01-01-02-04-07,NS,NS,1056.95831490764
302,01-01-01-01-01,01-01-02-04-07,NS,SN,1331.95831490764
303,01-01-01-01-01,01-01-02-04-07,SN,NS,1331.95831490764
304,01-01-01-01-01,01-01-02-04-08,SN,SN,1006.9583149076401
305,01-01-01-01-01,01-01-02-04-08,NS,NS,1106.95831490764
306,01-01-01-01-01,01-01-02-04-08,NS,SN,1381.95831490764
307,01-01-01-01-01,01-01-02-04-08,SN,NS,1381.95831490764
308,01-01-01-01-01,01-01-02-04-09,SN,SN,1056.95831490764
309,01-01-01-01-01,01-01-02-04-09,NS,NS,1156.95831490764
310,01-01-01-01-01,01-01-02-04-09,NS,SN,1431.95831490764
311,01-01-01-01-01,01-01-02-04-09,SN,NS,1431.95831490764
312,01-01-01-01-01,01-01-02-04-10,SN,SN,1106.95831490764
313,01-01-01-01-01,01-01-02-04-10,NS,NS,1206.95831490764
314,01-01-01-01-01,01-01-02-04-10,NS,SN,1481.95831490764
315,01-01-01-01-01,01-01-02-04-10,SN,NS,1481.95831490764
316,01-01-01-01-02,01-01-01-01-01,SN,SN,100.0
317,01-01-01-01-02,01-01-01-01-01,NS,NS,0.0
318,01-01-01-01-02,01-01-01-01-01,NS,SN,375.0
319,01-01-01-01-02,01-01-01-01-01,SN,NS,375.0
320,01-01-01-01-02,01-01-01-01-03,SN,SN,0.0
321,01-01-01-01-02,01-01-01-01-03,NS,NS,100.0
322,01-01-01-01-02,01-01-01-01-03,NS,SN,375.0
323,01-01-01-01-02,01-01-01-01-03,SN,NS,375.0
324,01-01-01-01-02,01-01-01-01-04,SN,SN,50.0
325,01-01-01-01-02,01-01-01-01-04,NS,NS,150.0
326,01-01-01-01-02,01-01-01-01-04,NS,SN,425.0
327,01-01-01-01-02,01-01-01-01-04,SN,NS,425.0
328,01-01-01-01-02,01-01-01-01-05,SN,SN,100.0
329,01-01-01-01-02,01-01-01-01-05,NS,NS,200.0
330,01-01-01-01-02,01-01-01-01-05,NS,SN,475.0
331,01-01-01-01-02,01-01-01-01-05,SN,NS,475.0
332,01-01-01-01-02,01-01-01-01-06,SN,SN,150.0
333,01-01-01-01-02,01-01-01-01-06,NS,NS,250.0
334,01-01-01-01-02,01-01-01-01-06,NS,SN,525.0
335,01-01-01-01-02,01-01-01-01-06,SN,NS,525.0
336,01-01-01-01-02,01-01-01-01-07,SN,SN,200.0
337,01-01-01-01-02,01-01-01-01-07,NS,NS,300.0
338,01-01-01-01-02,01-01-01-01-07,NS,SN,575.0
339,01-01-01-01-02,01-01-01-01-07,SN,NS,575.0
340,01-01-01-01-02,01-01-01-01-08,SN,SN,250.0
341,01-01-01-01-02,01-01-01-01-08,NS,NS,350.0
342,01-01-01-01-02,01-01-01-01-08,NS,SN,625.0
343,01-01-01-01-02,01-01-01-01-08,SN,NS,625.0
344,01-01-01-01-02,01-01-01-01-09,SN,SN,300.0
345,01-01-01-01-02,01-01-01-01-09,NS,NS,400.0
346,01-01-01-01-02,01-01-01-01-09,NS,SN,675.0
347,01-01-01-01-02,01-01-01-01-09,SN,NS,675.0
348,01-01-01-01-02,01-01-01-01-10,SN,SN,350.0
349,01-01-01-01-02,01-01-01-01-10,NS,NS,450.0
350,01-01-01-01-02,01-01-01-01-10,NS,SN,725.0
351,01-01-01-01-02,01-01-01-01-10,SN,NS,725.0
352,01-01-01-01-02,01-01-01-02-01,SN,SN,152.31943830254602
353,01-01-01-01-02,01-01-01-02-01,NS,NS,52.319438302545606
354,01-01-01-01-02,01-01-01-02-01,NS,SN,427.319438302546
355,01-01-01-01-02,01-01-01-02-01,SN,NS,427.319438302546
356,01-01-01-01-02,01-01-01-02-02,SN,SN,102.319438302546
357,01-01-01-01-02,01-01-01-02-02,NS,NS,102.319438302546
358,01-01-01-01-02,01-01-01-02-02,NS,SN,377.319438302546
359,01-01-01-01-02,01-01-01-02-02,SN,NS,377.319438302546
360,01-01-01-01-02,01-01-01-02-03,SN,SN,52.319438302545606
361,01-01-01-01-02,01-01-01-02-03,NS,NS,152.31943830254602
362,01-01-01-01-02,01-01-01-02-03,NS,SN,427.319438302546
363,01-01-01-01-02,01-01-01-02-03,SN,NS,427.319438302546
364,01-01-01-01-02,01-01-01-02-04,SN,SN,102.319438302546
365,01-01-01-01-02,01-01-01-02-04,NS,NS,202.31943830254602
366,01-01-01-01-02,01-01-01-02-04,NS,SN,477.319438302546
367,01-01-01-01-02,01-01-01-02-04,SN,NS,477.319438302546
368,01-01-01-01-02,01-01-01-02-05,SN,SN,152.31943830254602
369,01-01-01-01-02,01-01-01-02-05,NS,NS,252.31943830254602
370,01-01-01-01-02,01-01-01-02-05,NS,SN,527.319438302546
371,01-01-01-01-02,01-01-01-02-05,SN,NS,527.319438302546
372,01-01-01-01-02,01-01-01-02-06,SN,SN,202.31943830254602
373,01-01-01-01-02,01-01-01-02-06,NS,NS,302.319438302546
374,01-01-01-01-02,01-01-01-02-06,NS,SN,577.319438302546
375,01-01-01-01-02,01-01-01-02-06,SN,NS,577.319438302546
376,01-01-01-01-02,01-01-01-02-07,SN,SN,252.31943830254602
377,01-01-01-01-02,01-01-01-02-07,NS,NS,352.319438302546
378,01-01-01-01-02,01-01-01-02-07,NS,SN,627.319438302546
379,01-01-01-01-02,01-01-01-02-07,SN,NS,627.319438302546
380,01-01-01-01-02,01-01-01-02-08,SN,SN,302.319438302546
381,01-01-01-01-02,01-01-01-02-08,NS,NS,402.319438302546
382,01-01-01-01-02,01-01-01-02-08,NS,SN,677.319438302546
383,01-01-01-01-02,01-01-01-02-08,SN,NS,677.319438302546
384,01-01-01-01-02,01-01-01-02-09,SN,SN,352.319438302546
385,01-01-01-01-02,01-01-01-02-09,NS,NS,452.319438302546
386,01-01-01-01-02,01-01-01-02-09,NS,SN,727.3194383025459
387,01-01-01-01-02,01-01-01-02-09,SN,NS,727.3194383025459
388,01-01-01-01-02,01-01-01-02-10,SN,SN,402.319438302546
389,01-01-01-01-02,01-01-01-02-10,NS,NS,502.319438302546
390,01-01-01-01-02,01-01-01-02-10,NS,SN,777.3194383025459
391,01-01-01-01-02,01-01-01-02-10,SN,NS,777.3194383025459
392,01-01-01-01-02,01-01-01-03-01,SN,SN,204.638876605091
393,01-01-01-01-02,01-01-01-03-01,NS,NS,104.638876605091
394,01-01-01-01-02,01-01-01-03-01,NS,SN,479.638876605091
395,01-01-01-01-02,01-01-01-03-01,SN,NS,479.638876605091
396,01-01-01-01-02,01-01-01-03-02,SN,SN,154.638876605091
397,01-01-01-01-02,01-01-01-03-02,NS,NS,154.638876605091
398,01-01-01-01-02,01-01-01-03-02,NS,SN,429.638876605091
399,01-01-01-01-02,01-01-01-03-02,SN,NS,429.638876605091
400,01-01-01-01-02,01-01-01-03-03,SN,SN,104.638876605091
401,01-01-01-01-02,01-01-01-03-03,NS,NS,204.638876605091
402,01-01-01-01-02,01-01-01-03-03,NS,SN,479.638876605091
